type_a,type_b,impact_a,impact_b,flow_after,joint_impact,synergy
SNxx14,LB1a,36,11,10600,47,0
SNxx14,SNpp21,36,11,10600,47,0
SNxx14,ORN_VM7v,36,11,10600,47,0
SNxx14,ORN_DL1,36,11,10600,47,0
SNxx17,SNpp10,21,26,10600,47,0
SNxx17,SApp01,21,26,10600,47,0
ORN_V,SApp13,16,31,10600,47,0
SNch10,LB1a,36,11,10600,47,0
SNch10,SNpp21,36,11,10600,47,0
SNch10,ORN_VM7v,36,11,10600,47,0
SNch10,ORN_DL1,36,11,10600,47,0
SNxx26,SNpp62,25,22,10600,47,0
SNxx26,SNpp58,25,22,10600,47,0
SNxx26,SNxx19,25,22,10600,47,0
SNxx26,SNxx21,25,22,10600,47,0
SNxx26,JO-B3,25,22,10600,47,0
ORN_VA2,SNpp62,25,22,10600,47,0
ORN_VA2,SNpp58,25,22,10600,47,0
ORN_VA2,SNxx19,25,22,10600,47,0
ORN_VA2,SNxx21,25,22,10600,47,0
ORN_VA2,JO-B3,25,22,10600,47,0
LgAG5,ORN_VA6,19,28,10600,47,0
LgAG5,ENS4,19,28,10600,47,0
LgAG5,SNta26,19,28,10600,47,0
SNpp10,ORN_DL2v,26,21,10600,47,0
PhG1b,SNta33,20,27,10600,47,0
HRN_VP5,SNta31,14,33,10600,47,0
ORN_VA6,LgAG7,28,19,10600,47,0
ORN_VA6,ORN_DL2d,28,19,10600,47,0
ORN_VA6,JO-B1_a,28,19,10600,47,0
ORN_VA6,SNta13,28,19,10600,47,0
PhG10,SApp13,16,31,10600,47,0
SApp01,ORN_DL2v,26,21,10600,47,0
LgAG7,ENS4,19,28,10600,47,0
LgAG7,SNta26,19,28,10600,47,0
LB4b,SNta31,14,33,10600,47,0
SNxx24,SNta31,14,33,10600,47,0
"SNpp29,SNpp63",ORN_VC1,29,18,10600,47,0
"SNpp29,SNpp63",ORN_VM7d,29,18,10600,47,0
"SNpp29,SNpp63",LgAG2,29,18,10600,47,0
"SNpp29,SNpp63",DNx01,29,18,10600,47,0
BM_vOcci_vPoOr,SNta33,20,27,10600,47,0
ORN_VC1,"SNta04,SNta11",18,29,10600,47,0
LB1a,SNta18,11,36,10600,47,0
ORN_VL1,SApp13,16,31,10600,47,0
ORN_DL2d,ENS4,19,28,10600,47,0
ORN_DL2d,SNta26,19,28,10600,47,0
ORN_VM7d,"SNta04,SNta11",18,29,10600,47,0
SNpp33,HBeyelet,39,8,10600,47,0
SNpp33,PhG1a,39,8,10600,47,0
ORN_D,SNpp02,23,24,10600,47,0
LB1e,SNta33,20,27,10600,47,0
SNta18,SNpp21,36,11,10600,47,0
SNta18,ORN_VM7v,36,11,10600,47,0
SNta18,ORN_DL1,36,11,10600,47,0
ORN_VA1d,SApp14,15,32,10600,47,0
ORN_VA1d,SNpp07,15,32,10600,47,0
SNpp57,SApp14,15,32,10600,47,0
SNpp57,SNpp07,15,32,10600,47,0
ENS4,JO-B1_a,28,19,10600,47,0
ENS4,SNta13,28,19,10600,47,0
SApp14,LB1b,32,15,10600,47,0
SApp14,SNpp12,32,15,10600,47,0
SApp14,PhG8,32,15,10600,47,0
LgLG4,SApp13,16,31,10600,47,0
LB1b,SNpp07,15,32,10600,47,0
SNxx30,SNta33,20,27,10600,47,0
SNpp07,SNpp12,32,15,10600,47,0
SNpp07,PhG8,32,15,10600,47,0
ORN_VM5d,SApp13,16,31,10600,47,0
SNpp32,ORN_DA3,42,5,10600,47,0
ORN_VC5,SNta31,14,33,10600,47,0
PhG4,SNta31,14,33,10600,47,0
LgAG2,"SNta04,SNta11",18,29,10600,47,0
SApp13,SNpp11,31,16,10600,47,0
SApp13,ALBN1,31,16,10600,47,0
SApp13,ENS5,31,16,10600,47,0
SApp13,dorsal_tpGRN,31,16,10600,47,0
SApp13,JO-CA2,31,16,10600,47,0
JO-B1_a,SNta26,19,28,10600,47,0
SNpp06,SNta31,14,33,10600,47,0
BM_MaPa,SNta31,14,33,10600,47,0
PhG14,SNta31,14,33,10600,47,0
SNta13,SNta26,19,28,10600,47,0
"SNta04,SNta11",DNx01,29,18,10600,47,0
SNta31,SNpp56,33,14,10600,47,0
SNta31,JO-B2,33,14,10600,47,0
SNta31,JO-B1_c,33,14,10600,47,0
SNxx07,GNG654,32,14,10601,46,0
SNxx07,HRN_VP5,32,14,10601,46,0
SNxx07,LB4b,32,14,10601,46,0
SNxx07,SNxx24,32,14,10601,46,0
SNxx07,ORN_VC5,32,14,10601,46,0
SNxx07,PhG4,32,14,10601,46,0
SNxx07,SNpp06,32,14,10601,46,0
SNxx07,BM_MaPa,32,14,10601,46,0
SNxx07,PhG14,32,14,10601,46,0
SNxx07,SNpp56,32,14,10601,46,0
SNxx07,JO-B2,32,14,10601,46,0
SNxx07,JO-B1_c,32,14,10601,46,0
SNxx08,TPMN2,20,26,10601,46,0
SNxx08,ORN_DM1,20,26,10601,46,0
SNxx08,SNpp10,20,26,10601,46,0
SNxx08,SApp01,20,26,10601,46,0
R7_unclear,HRN_VP4,15,31,10601,46,0
R7_unclear,HRN_VP1d,15,31,10601,46,0
R7_unclear,JO-ED1,15,31,10601,46,0
R7_unclear,SApp13,15,31,10601,46,0
aPhM5,LB3b,29,17,10601,46,0
aPhM5,ORN_VA1v,29,17,10601,46,0
aPhM5,JO-A1,29,17,10601,46,0
aPhM5,SNpp05,29,17,10601,46,0
aPhM5,SNxx28,29,17,10601,46,0
aPhM5,ORN_VM5v,29,17,10601,46,0
aPhM5,SNpp31,29,17,10601,46,0
aPhM5,SNpp17,29,17,10601,46,0
aPhM5,SNpp01,29,17,10601,46,0
TPMN2,GNG644,26,20,10601,46,0
TPMN2,ORN_DL5,26,20,10601,46,0
TPMN2,WG2,26,20,10601,46,0
TPMN2,LgAG3,26,20,10601,46,0
TPMN2,PhG1b,26,20,10601,46,0
TPMN2,BM_vOcci_vPoOr,26,20,10601,46,0
TPMN2,LB1e,26,20,10601,46,0
TPMN2,SNxx30,26,20,10601,46,0
R7y,ORN_DP1m,11,35,10601,46,0
R7y,"SApp11,SApp18",11,35,10601,46,0
R7p,ORN_DP1m,11,35,10601,46,0
R7p,"SApp11,SApp18",11,35,10601,46,0
R7d,WG3,13,33,10601,46,0
R7d,SNta31,13,33,10601,46,0
LgLG6,WG3,13,33,10601,46,0
LgLG6,SNta31,13,33,10601,46,0
LgLG1a,ORN_DA3,41,5,10601,46,0
aPhM3,GNG654,32,14,10601,46,0
aPhM3,HRN_VP5,32,14,10601,46,0
aPhM3,LB4b,32,14,10601,46,0
aPhM3,SNxx24,32,14,10601,46,0
aPhM3,ORN_VC5,32,14,10601,46,0
aPhM3,PhG4,32,14,10601,46,0
aPhM3,SNpp06,32,14,10601,46,0
aPhM3,BM_MaPa,32,14,10601,46,0
aPhM3,PhG14,32,14,10601,46,0
aPhM3,SNpp56,32,14,10601,46,0
aPhM3,JO-B2,32,14,10601,46,0
aPhM3,JO-B1_c,32,14,10601,46,0
JO-A2,R8y,36,10,10601,46,0
JO-A2,HRN_VP1l,36,10,10601,46,0
JO-A2,PhG6,36,10,10601,46,0
JO-A2,LN-DN1,36,10,10601,46,0
JO-A2,ORN_DM4,36,10,10601,46,0
JO-A2,ORN_DM6,36,10,10601,46,0
JO-A2,ORN_VA3,36,10,10601,46,0
aPhM4,GNG643,19,27,10601,46,0
aPhM4,LB3d,19,27,10601,46,0
aPhM4,SNxx02,19,27,10601,46,0
aPhM4,BM_Hau,19,27,10601,46,0
aPhM4,JO-B4_b,19,27,10601,46,0
aPhM4,SApp23,19,27,10601,46,0
aPhM4,ORN_VL2p,19,27,10601,46,0
aPhM4,SNta33,19,27,10601,46,0
LgLG1b,LgLG7,39,7,10601,46,0
LgLG1b,DNg83,39,7,10601,46,0
LgLG1b,ORN_DL3,39,7,10601,46,0
LgLG1b,ORN_DM3,39,7,10601,46,0
GNG643,LB3a,27,19,10601,46,0
GNG643,SNpp35,27,19,10601,46,0
GNG643,LgAG5,27,19,10601,46,0
GNG643,LgAG7,27,19,10601,46,0
GNG643,ORN_DL2d,27,19,10601,46,0
GNG643,JO-B1_a,27,19,10601,46,0
GNG643,SNta13,27,19,10601,46,0
HRN_VP4,WG1,31,15,10601,46,0
HRN_VP4,LgAG9,31,15,10601,46,0
HRN_VP4,ORN_VA1d,31,15,10601,46,0
HRN_VP4,SNpp57,31,15,10601,46,0
HRN_VP4,LB1b,31,15,10601,46,0
HRN_VP4,SNpp12,31,15,10601,46,0
HRN_VP4,PhG8,31,15,10601,46,0
WG3,ORN_DM2,33,13,10601,46,0
WG3,DNg20,33,13,10601,46,0
WG3,SNxx06,33,13,10601,46,0
WG3,SNpp15,33,13,10601,46,0
WG3,ORN_DA2,33,13,10601,46,0
WG3,PhG16,33,13,10601,46,0
WG3,SNpp18,33,13,10601,46,0
WG3,LgAG8,33,13,10601,46,0
R8p,ORN_DP1m,11,35,10601,46,0
R8p,"SApp11,SApp18",11,35,10601,46,0
aPhM1,TRN_VP1m,22,24,10601,46,0
aPhM1,SNpp02,22,24,10601,46,0
SNxx09,ORN_DP1m,11,35,10601,46,0
SNxx09,"SApp11,SApp18",11,35,10601,46,0
ORN_VL2a,ENS3,34,12,10601,46,0
ORN_VL2a,ORN_VM4,34,12,10601,46,0
ORN_VL2a,ENS1,34,12,10601,46,0
ORN_VL2a,PhG13,34,12,10601,46,0
ORN_VL2a,ORN_DC2,34,12,10601,46,0
ORN_VL2a,SNpp37,34,12,10601,46,0
ORN_VL2a,ORN_VC4,34,12,10601,46,0
ORN_VL2a,b2 MN,34,12,10601,46,0
LB3b,SNxx11,17,29,10601,46,0
LB3b,ORN_DC4,17,29,10601,46,0
LB3b,LB1c,17,29,10601,46,0
LB3b,"SNpp29,SNpp63",17,29,10601,46,0
LB3b,"SNta04,SNta11",17,29,10601,46,0
BM_Vt_PoOc,TRN_VP1m,22,24,10601,46,0
BM_Vt_PoOc,SNpp02,22,24,10601,46,0
GNG644,ORN_DM1,20,26,10601,46,0
GNG644,SNpp10,20,26,10601,46,0
GNG644,SApp01,20,26,10601,46,0
R8y,SNpp16,10,36,10601,46,0
R8y,SNxx14,10,36,10601,46,0
R8y,SNch10,10,36,10601,46,0
R8y,SNta18,10,36,10601,46,0
LgLG5,SNxx25,8,38,10601,46,0
JO-A3,LB3c,21,25,10601,46,0
JO-A3,SNxx26,21,25,10601,46,0
JO-A3,ORN_VA2,21,25,10601,46,0
ORN_DA1,ENS3,34,12,10601,46,0
ORN_DA1,ORN_VM4,34,12,10601,46,0
ORN_DA1,ENS1,34,12,10601,46,0
ORN_DA1,PhG13,34,12,10601,46,0
ORN_DA1,ORN_DC2,34,12,10601,46,0
ORN_DA1,SNpp37,34,12,10601,46,0
ORN_DA1,ORN_VC4,34,12,10601,46,0
ORN_DA1,b2 MN,34,12,10601,46,0
SNpp23,GNG642,30,16,10601,46,0
SNpp23,ORN_V,30,16,10601,46,0
SNpp23,PhG10,30,16,10601,46,0
SNpp23,ORN_VL1,30,16,10601,46,0
SNpp23,LgLG4,30,16,10601,46,0
SNpp23,ORN_VM5d,30,16,10601,46,0
SNpp23,SNpp11,30,16,10601,46,0
SNpp23,ALBN1,30,16,10601,46,0
SNpp23,ENS5,30,16,10601,46,0
SNpp23,dorsal_tpGRN,30,16,10601,46,0
SNpp23,JO-CA2,30,16,10601,46,0
WG1,HRN_VP1d,15,31,10601,46,0
WG1,JO-ED1,15,31,10601,46,0
WG1,SApp13,15,31,10601,46,0
SNta14,TRN_VP3a,28,18,10601,46,0
SNta14,TRN_VP2,28,18,10601,46,0
SNta14,aPhM2b,28,18,10601,46,0
SNta14,ORN_VC1,28,18,10601,46,0
SNta14,ORN_VM7d,28,18,10601,46,0
SNta14,LgAG2,28,18,10601,46,0
SNta14,DNx01,28,18,10601,46,0
claw_tpGRN,LgLG8,37,9,10601,46,0
claw_tpGRN,LB4a,37,9,10601,46,0
claw_tpGRN,PhG3,37,9,10601,46,0
claw_tpGRN,SApp21,37,9,10601,46,0
claw_tpGRN,LgAG6,37,9,10601,46,0
claw_tpGRN,tpn MN,37,9,10601,46,0
claw_tpGRN,JO-B4_a,37,9,10601,46,0
LgLG2,ORN_DP1m,11,35,10601,46,0
LgLG2,"SApp11,SApp18",11,35,10601,46,0
TRN_VP3a,ENS2,18,28,10601,46,0
TRN_VP3a,ORN_DP1l,18,28,10601,46,0
TRN_VP3a,ORN_VA6,18,28,10601,46,0
TRN_VP3a,ENS4,18,28,10601,46,0
TRN_VP3a,SNta26,18,28,10601,46,0
LB3d,LB3a,27,19,10601,46,0
LB3d,SNpp35,27,19,10601,46,0
LB3d,LgAG5,27,19,10601,46,0
LB3d,LgAG7,27,19,10601,46,0
LB3d,ORN_DL2d,27,19,10601,46,0
LB3d,JO-B1_a,27,19,10601,46,0
LB3d,SNta13,27,19,10601,46,0
SNxx02,LB3a,27,19,10601,46,0
SNxx02,SNpp35,27,19,10601,46,0
SNxx02,LgAG5,27,19,10601,46,0
SNxx02,LgAG7,27,19,10601,46,0
SNxx02,ORN_DL2d,27,19,10601,46,0
SNxx02,JO-B1_a,27,19,10601,46,0
SNxx02,SNta13,27,19,10601,46,0
LB3c,ORN_VM6v,25,21,10601,46,0
LB3c,SNxx17,25,21,10601,46,0
LB3c,ORN_DL2v,25,21,10601,46,0
ORN_VM6v,SNxx26,21,25,10601,46,0
ORN_VM6v,ORN_VA2,21,25,10601,46,0
ENS2,TRN_VP2,28,18,10601,46,0
ENS2,aPhM2b,28,18,10601,46,0
ENS2,ORN_VC1,28,18,10601,46,0
ENS2,ORN_VM7d,28,18,10601,46,0
ENS2,LgAG2,28,18,10601,46,0
ENS2,DNx01,28,18,10601,46,0
ORN_DP1l,TRN_VP2,28,18,10601,46,0
ORN_DP1l,aPhM2b,28,18,10601,46,0
ORN_DP1l,ORN_VC1,28,18,10601,46,0
ORN_DP1l,ORN_VM7d,28,18,10601,46,0
ORN_DP1l,LgAG2,28,18,10601,46,0
ORN_DP1l,DNx01,28,18,10601,46,0
LB3a,BM_Hau,19,27,10601,46,0
LB3a,JO-B4_b,19,27,10601,46,0
LB3a,SApp23,19,27,10601,46,0
LB3a,ORN_VL2p,19,27,10601,46,0
LB3a,SNta33,19,27,10601,46,0
SNpp16,HRN_VP1l,36,10,10601,46,0
SNpp16,PhG6,36,10,10601,46,0
SNpp16,LN-DN1,36,10,10601,46,0
SNpp16,ORN_DM4,36,10,10601,46,0
SNpp16,ORN_DM6,36,10,10601,46,0
SNpp16,ORN_VA3,36,10,10601,46,0
TRN_VP1m,PhG9,24,22,10601,46,0
TRN_VP1m,ORN_DC1,24,22,10601,46,0
TRN_VP1m,SNpp62,24,22,10601,46,0
TRN_VP1m,SNpp58,24,22,10601,46,0
TRN_VP1m,SNxx19,24,22,10601,46,0
TRN_VP1m,SNxx21,24,22,10601,46,0
TRN_VP1m,JO-B3,24,22,10601,46,0
PhG9,SNpp02,22,24,10601,46,0
BM_Hau,SNpp35,27,19,10601,46,0
BM_Hau,LgAG5,27,19,10601,46,0
BM_Hau,LgAG7,27,19,10601,46,0
BM_Hau,ORN_DL2d,27,19,10601,46,0
BM_Hau,JO-B1_a,27,19,10601,46,0
BM_Hau,SNta13,27,19,10601,46,0
ORN_DP1m,R8_unclear,35,11,10601,46,0
ORN_DP1m,LB1a,35,11,10601,46,0
ORN_DP1m,SNpp21,35,11,10601,46,0
ORN_DP1m,ORN_VM7v,35,11,10601,46,0
ORN_DP1m,ORN_DL1,35,11,10601,46,0
JO-B4_b,SNpp35,27,19,10601,46,0
JO-B4_b,LgAG5,27,19,10601,46,0
JO-B4_b,LgAG7,27,19,10601,46,0
JO-B4_b,ORN_DL2d,27,19,10601,46,0
JO-B4_b,JO-B1_a,27,19,10601,46,0
JO-B4_b,SNta13,27,19,10601,46,0
R8_unclear,"SApp11,SApp18",11,35,10601,46,0
WG4,ORN_D,23,23,10601,46,0
ORN_DM1,ORN_DL5,26,20,10601,46,0
ORN_DM1,WG2,26,20,10601,46,0
ORN_DM1,LgAG3,26,20,10601,46,0
ORN_DM1,PhG1b,26,20,10601,46,0
ORN_DM1,BM_vOcci_vPoOr,26,20,10601,46,0
ORN_DM1,LB1e,26,20,10601,46,0
ORN_DM1,SNxx30,26,20,10601,46,0
JO-ED2_c,LgLG7,39,7,10601,46,0
JO-ED2_c,DNg83,39,7,10601,46,0
JO-ED2_c,ORN_DL3,39,7,10601,46,0
JO-ED2_c,ORN_DM3,39,7,10601,46,0
BM_Vib,ENS3,34,12,10601,46,0
BM_Vib,ORN_VM4,34,12,10601,46,0
BM_Vib,ENS1,34,12,10601,46,0
BM_Vib,PhG13,34,12,10601,46,0
BM_Vib,ORN_DC2,34,12,10601,46,0
BM_Vib,SNpp37,34,12,10601,46,0
BM_Vib,ORN_VC4,34,12,10601,46,0
BM_Vib,b2 MN,34,12,10601,46,0
HRN_VP1d,LgAG9,31,15,10601,46,0
HRN_VP1d,ORN_VA1d,31,15,10601,46,0
HRN_VP1d,SNpp57,31,15,10601,46,0
HRN_VP1d,LB1b,31,15,10601,46,0
HRN_VP1d,SNpp12,31,15,10601,46,0
HRN_VP1d,PhG8,31,15,10601,46,0
ORN_DC1,SNpp02,22,24,10601,46,0
GNG642,JO-CL,16,30,10601,46,0
GNG642,SNpp41,16,30,10601,46,0
SNxx11,ORN_VA1v,29,17,10601,46,0
SNxx11,JO-A1,29,17,10601,46,0
SNxx11,SNpp05,29,17,10601,46,0
SNxx11,SNxx28,29,17,10601,46,0
SNxx11,ORN_VM5v,29,17,10601,46,0
SNxx11,SNpp31,29,17,10601,46,0
SNxx11,SNpp17,29,17,10601,46,0
SNxx11,SNpp01,29,17,10601,46,0
ORN_DC4,ORN_VA1v,29,17,10601,46,0
ORN_DC4,JO-A1,29,17,10601,46,0
ORN_DC4,SNpp05,29,17,10601,46,0
ORN_DC4,SNxx28,29,17,10601,46,0
ORN_DC4,ORN_VM5v,29,17,10601,46,0
ORN_DC4,SNpp31,29,17,10601,46,0
ORN_DC4,SNpp17,29,17,10601,46,0
ORN_DC4,SNpp01,29,17,10601,46,0
ORN_DM2,SNta31,13,33,10601,46,0
SApp23,SNpp35,27,19,10601,46,0
SApp23,LgAG5,27,19,10601,46,0
SApp23,LgAG7,27,19,10601,46,0
SApp23,ORN_DL2d,27,19,10601,46,0
SApp23,JO-B1_a,27,19,10601,46,0
SApp23,SNta13,27,19,10601,46,0
GNG654,SApp14,14,32,10601,46,0
GNG654,SNpp07,14,32,10601,46,0
SNpp47,LgLG7,39,7,10601,46,0
SNpp47,DNg83,39,7,10601,46,0
SNpp47,ORN_DL3,39,7,10601,46,0
SNpp47,ORN_DM3,39,7,10601,46,0
TRN_VP2,ORN_VA6,18,28,10601,46,0
TRN_VP2,ENS4,18,28,10601,46,0
TRN_VP2,SNta26,18,28,10601,46,0
aPhM2b,ORN_VA6,18,28,10601,46,0
aPhM2b,ENS4,18,28,10601,46,0
aPhM2b,SNta26,18,28,10601,46,0
LB1c,ORN_VA1v,29,17,10601,46,0
LB1c,JO-A1,29,17,10601,46,0
LB1c,SNpp05,29,17,10601,46,0
LB1c,SNxx28,29,17,10601,46,0
LB1c,ORN_VM5v,29,17,10601,46,0
LB1c,SNpp31,29,17,10601,46,0
LB1c,SNpp17,29,17,10601,46,0
LB1c,SNpp01,29,17,10601,46,0
JO-CL,ORN_V,30,16,10601,46,0
JO-CL,PhG10,30,16,10601,46,0
JO-CL,ORN_VL1,30,16,10601,46,0
JO-CL,LgLG4,30,16,10601,46,0
JO-CL,ORN_VM5d,30,16,10601,46,0
JO-CL,SNpp11,30,16,10601,46,0
JO-CL,ALBN1,30,16,10601,46,0
JO-CL,ENS5,30,16,10601,46,0
JO-CL,dorsal_tpGRN,30,16,10601,46,0
JO-CL,JO-CA2,30,16,10601,46,0
LgAG9,JO-ED1,15,31,10601,46,0
LgAG9,SApp13,15,31,10601,46,0
ORN_VL2p,SNpp35,27,19,10601,46,0
ORN_VL2p,LgAG5,27,19,10601,46,0
ORN_VL2p,LgAG7,27,19,10601,46,0
ORN_VL2p,ORN_DL2d,27,19,10601,46,0
ORN_VL2p,JO-B1_a,27,19,10601,46,0
ORN_VL2p,SNta13,27,19,10601,46,0
ORN_DL5,SNpp10,20,26,10601,46,0
ORN_DL5,SApp01,20,26,10601,46,0
ENS3,PhG1c,12,34,10601,46,0
SNpp43,ORN_DA3,41,5,10601,46,0
PhG1c,ORN_VM4,34,12,10601,46,0
PhG1c,ENS1,34,12,10601,46,0
PhG1c,PhG13,34,12,10601,46,0
PhG1c,ORN_DC2,34,12,10601,46,0
PhG1c,SNpp37,34,12,10601,46,0
PhG1c,ORN_VC4,34,12,10601,46,0
PhG1c,b2 MN,34,12,10601,46,0
SNpp41,ORN_V,30,16,10601,46,0
SNpp41,PhG10,30,16,10601,46,0
SNpp41,ORN_VL1,30,16,10601,46,0
SNpp41,LgLG4,30,16,10601,46,0
SNpp41,ORN_VM5d,30,16,10601,46,0
SNpp41,SNpp11,30,16,10601,46,0
SNpp41,ALBN1,30,16,10601,46,0
SNpp41,ENS5,30,16,10601,46,0
SNpp41,dorsal_tpGRN,30,16,10601,46,0
SNpp41,JO-CA2,30,16,10601,46,0
JO-ED1,ORN_VA1d,31,15,10601,46,0
JO-ED1,SNpp57,31,15,10601,46,0
JO-ED1,LB1b,31,15,10601,46,0
JO-ED1,SNpp12,31,15,10601,46,0
JO-ED1,PhG8,31,15,10601,46,0
SNxx25,HBeyelet,38,8,10601,46,0
SNxx25,PhG1a,38,8,10601,46,0
WG2,SNpp10,20,26,10601,46,0
WG2,SApp01,20,26,10601,46,0
LgAG3,SNpp10,20,26,10601,46,0
LgAG3,SApp01,20,26,10601,46,0
"SApp11,SApp18",LB1a,35,11,10601,46,0
"SApp11,SApp18",SNpp21,35,11,10601,46,0
"SApp11,SApp18",ORN_VM7v,35,11,10601,46,0
"SApp11,SApp18",ORN_DL1,35,11,10601,46,0
SNxx14,HRN_VP1l,36,10,10601,46,0
SNxx14,PhG6,36,10,10601,46,0
SNxx14,LN-DN1,36,10,10601,46,0
SNxx14,ORN_DM4,36,10,10601,46,0
SNxx14,ORN_DM6,36,10,10601,46,0
SNxx14,ORN_VA3,36,10,10601,46,0
SNxx17,SNxx26,21,25,10601,46,0
SNxx17,ORN_VA2,21,25,10601,46,0
ORN_VA1v,"SNpp29,SNpp63",17,29,10601,46,0
ORN_VA1v,"SNta04,SNta11",17,29,10601,46,0
JO-A1,"SNpp29,SNpp63",17,29,10601,46,0
JO-A1,"SNta04,SNta11",17,29,10601,46,0
SNch10,HRN_VP1l,36,10,10601,46,0
SNch10,PhG6,36,10,10601,46,0
SNch10,LN-DN1,36,10,10601,46,0
SNch10,ORN_DM4,36,10,10601,46,0
SNch10,ORN_DM6,36,10,10601,46,0
SNch10,ORN_VA3,36,10,10601,46,0
SNxx26,ORN_DL2v,25,21,10601,46,0
ORN_VA2,ORN_DL2v,25,21,10601,46,0
LgAG5,SNta33,19,27,10601,46,0
SNpp10,PhG1b,26,20,10601,46,0
SNpp10,BM_vOcci_vPoOr,26,20,10601,46,0
SNpp10,LB1e,26,20,10601,46,0
SNpp10,SNxx30,26,20,10601,46,0
PhG1b,SApp01,20,26,10601,46,0
HRN_VP5,SApp14,14,32,10601,46,0
HRN_VP5,SNpp07,14,32,10601,46,0
ORN_VA6,ORN_VC1,28,18,10601,46,0
ORN_VA6,ORN_VM7d,28,18,10601,46,0
ORN_VA6,LgAG2,28,18,10601,46,0
ORN_VA6,DNx01,28,18,10601,46,0
SNpp62,SNpp02,22,24,10601,46,0
SApp01,BM_vOcci_vPoOr,26,20,10601,46,0
SApp01,LB1e,26,20,10601,46,0
SApp01,SNxx30,26,20,10601,46,0
LgAG7,SNta33,19,27,10601,46,0
HRN_VP1l,SNta18,10,36,10601,46,0
LB4b,SApp14,14,32,10601,46,0
LB4b,SNpp07,14,32,10601,46,0
SNxx24,SApp14,14,32,10601,46,0
SNxx24,SNpp07,14,32,10601,46,0
"SNpp29,SNpp63",SNpp05,29,17,10601,46,0
"SNpp29,SNpp63",SNxx28,29,17,10601,46,0
"SNpp29,SNpp63",ORN_VM5v,29,17,10601,46,0
"SNpp29,SNpp63",SNpp31,29,17,10601,46,0
"SNpp29,SNpp63",SNpp17,29,17,10601,46,0
ORN_VC1,ENS4,18,28,10601,46,0
ORN_VC1,SNta26,18,28,10601,46,0
DNg20,SNta31,13,33,10601,46,0
ORN_DL2d,SNta33,19,27,10601,46,0
PhG6,SNta18,10,36,10601,46,0
R8d,"SNta02,SNta09",3,43,10601,46,0
ORN_VM7d,ENS4,18,28,10601,46,0
ORN_VM7d,SNta26,18,28,10601,46,0
SNpp33,LgLG7,39,7,10601,46,0
SNpp33,DNg83,39,7,10601,46,0
SNpp33,ORN_DL3,39,7,10601,46,0
SNpp33,ORN_DM3,39,7,10601,46,0
SNta18,LN-DN1,36,10,10601,46,0
SNta18,ORN_DM4,36,10,10601,46,0
SNta18,ORN_DM6,36,10,10601,46,0
SNta18,ORN_VA3,36,10,10601,46,0
ORN_VA1d,SApp13,15,31,10601,46,0
SNpp57,SApp13,15,31,10601,46,0
ENS4,LgAG2,28,18,10601,46,0
ENS4,DNx01,28,18,10601,46,0
SApp14,ORN_VC5,32,14,10601,46,0
SApp14,PhG4,32,14,10601,46,0
SApp14,SNpp06,32,14,10601,46,0
SApp14,BM_MaPa,32,14,10601,46,0
SApp14,PhG14,32,14,10601,46,0
SApp14,SNpp56,32,14,10601,46,0
SApp14,JO-B2,32,14,10601,46,0
SApp14,JO-B1_c,32,14,10601,46,0
LB1b,SApp13,15,31,10601,46,0
SNpp58,SNpp02,22,24,10601,46,0
SNpp07,ORN_VC5,32,14,10601,46,0
SNpp07,PhG4,32,14,10601,46,0
SNpp07,SNpp06,32,14,10601,46,0
SNpp07,BM_MaPa,32,14,10601,46,0
SNpp07,PhG14,32,14,10601,46,0
SNpp07,SNpp56,32,14,10601,46,0
SNpp07,JO-B2,32,14,10601,46,0
SNpp07,JO-B1_c,32,14,10601,46,0
LgAG2,SNta26,18,28,10601,46,0
SApp13,SNpp12,31,15,10601,46,0
SApp13,PhG8,31,15,10601,46,0
SNxx19,SNpp02,22,24,10601,46,0
SNxx06,SNta31,13,33,10601,46,0
JO-B1_a,SNta33,19,27,10601,46,0
SNxx21,SNpp02,22,24,10601,46,0
SNpp05,"SNta04,SNta11",17,29,10601,46,0
SNpp15,SNta31,13,33,10601,46,0
ORN_DA2,SNta31,13,33,10601,46,0
JO-B3,SNpp02,22,24,10601,46,0
SNxx28,"SNta04,SNta11",17,29,10601,46,0
ORN_VM5v,"SNta04,SNta11",17,29,10601,46,0
SNta13,SNta33,19,27,10601,46,0
"SNta04,SNta11",SNpp31,29,17,10601,46,0
"SNta04,SNta11",SNpp17,29,17,10601,46,0
"SNta04,SNta11",SNpp01,29,17,10601,46,0
PhG16,SNta31,13,33,10601,46,0
SNta31,SNpp18,33,13,10601,46,0
SNta31,LgAG8,33,13,10601,46,0
SNta26,DNx01,28,18,10601,46,0
SNxx07,R7d,32,13,10602,45,0
SNxx07,LgLG6,32,13,10602,45,0
SNxx07,ORN_DM2,32,13,10602,45,0
SNxx07,DNg20,32,13,10602,45,0
SNxx07,SNxx06,32,13,10602,45,0
SNxx07,SNpp15,32,13,10602,45,0
SNxx07,ORN_DA2,32,13,10602,45,0
SNxx07,PhG16,32,13,10602,45,0
SNxx07,SNpp18,32,13,10602,45,0
SNxx07,LgAG8,32,13,10602,45,0
SNxx08,LB3c,20,25,10602,45,0
SNxx08,SNxx26,20,25,10602,45,0
SNxx08,ORN_VA2,20,25,10602,45,0
TPMN1,ORN_DA3,40,5,10602,45,0
R7_unclear,SNpp23,15,30,10602,45,0
